Agency Type,Destination,Net Sales,Commision (in value),Age,Claim
Airlines,PHILIPPINES,4.98,1.74,48,No
Airlines,SINGAPORE,27,6.75,33,No
Airlines,SINGAPORE,22.1,5.53,27,No
Airlines,SINGAPORE,107,26.75,29,No
Airlines,SINGAPORE,23.4,5.85,35,No
Airlines,SINGAPORE,38.35,9.59,29,No
Airlines,SINGAPORE,69.55,17.39,34,No
Airlines,SINGAPORE,17.55,4.39,37,No
Airlines,SINGAPORE,17.55,4.39,35,No
Airlines,SINGAPORE,23.4,5.85,33,No
Airlines,SINGAPORE,21,5.25,33,No
Airlines,SINGAPORE,93.6,23.4,26,No
Airlines,SINGAPORE,82.55,20.64,23,No
Airlines,SINGAPORE,126.75,31.69,31,No
Airlines,SINGAPORE,252.85,63.21,31,Yes
Airlines,SINGAPORE,187.85,46.96,55,Yes
Airlines,SINGAPORE,252.85,63.21,45,Yes
Airlines,SINGAPORE,252.85,63.21,43,Yes
Airlines,SINGAPORE,252.85,63.21,27,No
Travel Agency,ITALY,0,23.76,40,No
Travel Agency,FRANCE,0,65.34,31,No
Travel Agency,AUSTRALIA,39.6,23.76,31,No
Travel Agency,NEW ZEALAND,0,124.74,24,No
Travel Agency,UNITED STATES,19.8,11.88,49,No
Travel Agency,UNITED STATES,59.4,35.64,39,No
Travel Agency,NEW ZEALAND,198,118.8,24,No
Travel Agency,AUSTRALIA,39.6,23.76,27,No
Travel Agency,NEW ZEALAND,39.6,23.76,31,No
Travel Agency,UNITED KINGDOM,69.3,41.58,51,No
Travel Agency,THAILAND,9.9,5.94,23,No
Travel Agency,ITALY,19.8,11.88,31,No
Travel Agency,GERMANY,148.5,89.1,56,No
Travel Agency,NORWAY,79.2,47.52,61,No
Travel Agency,ITALY,19.8,11.88,31,No
Travel Agency,THAILAND,79.2,47.52,41,No
Travel Agency,FRANCE,0,17.82,34,No
Travel Agency,AUSTRIA,19.8,11.88,28,No
Travel Agency,MALAYSIA,0,5.94,54,No
Travel Agency,UNITED KINGDOM,178.2,106.92,65,No
Travel Agency,THAILAND,0,23.76,40,No
Travel Agency,THAILAND,89.1,53.46,47,No
Travel Agency,AUSTRALIA,9.9,5.94,26,No
Travel Agency,MALAYSIA,39.6,23.76,40,No
Travel Agency,AUSTRALIA,19.8,11.88,27,No
Travel Agency,THAILAND,29.7,17.82,54,No
Travel Agency,ICELAND,49.5,29.7,47,No
Travel Agency,AUSTRALIA,19.8,11.88,44,No
Travel Agency,THAILAND,29.7,17.82,55,No
Travel Agency,PORTUGAL,69.3,41.58,63,No
Travel Agency,DENMARK,29.7,17.82,28,No
Travel Agency,THAILAND,29.7,17.82,35,No
Travel Agency,PORTUGAL,49.5,29.7,24,No
Travel Agency,AUSTRALIA,79.2,47.52,42,No
Travel Agency,NETHERLANDS,0,5.94,31,No
Travel Agency,AUSTRALIA,29.7,17.82,36,No
Travel Agency,AUSTRALIA,29.7,17.82,56,No
Travel Agency,FRANCE,89.1,53.46,34,No
Travel Agency,SINGAPORE,42,0,29,No
Travel Agency,CANADA,79,0,54,No
Travel Agency,CZECH REPUBLIC,84,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,THAILAND,35,0,36,No
Travel Agency,IRELAND,70,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,CHINA,20,0,36,No
Travel Agency,CHINA,34,0,36,No
Travel Agency,INDONESIA,24,0,32,No
Travel Agency,UNITED STATES,20,0,61,No
Travel Agency,CHINA,20,0,36,No
Travel Agency,GEORGIA,52,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",112,0,58,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",27,0,29,No
Travel Agency,"KOREA, REPUBLIC OF",30,0,19,No
Travel Agency,VIET NAM,30,0,36,No
Travel Agency,HONG KONG,33,0,58,No
Travel Agency,CHINA,37,0,36,No
Travel Agency,CHINA,74,0,36,No
Travel Agency,HONG KONG,26,0,36,No
Travel Agency,JAPAN,73,0,36,No
Travel Agency,JAPAN,73,0,36,No
Travel Agency,THAILAND,112,0,36,No
Travel Agency,INDONESIA,32,0,36,No
Travel Agency,GERMANY,84,0,36,No
Travel Agency,SRI LANKA,23,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,HONG KONG,35,0,36,No
Travel Agency,TUNISIA,104,0,36,No
Travel Agency,THAILAND,39,0,36,No
Travel Agency,JAPAN,70,0,36,No
Travel Agency,CAMBODIA,20,0,36,No
Travel Agency,MALAYSIA,23,0,43,No
Travel Agency,CHINA,47,0,36,No
Travel Agency,HONG KONG,30,0,36,No
Travel Agency,HONG KONG,14,0,68,No
Travel Agency,AUSTRALIA,49,0,36,No
Travel Agency,HONG KONG,80,0,36,No
Travel Agency,AUSTRALIA,10,0,36,No
Travel Agency,CHINA,39,0,36,No
Travel Agency,UNITED STATES,10,0,27,No
Travel Agency,UNITED STATES,10,0,25,No
Travel Agency,CHINA,29,0,36,No
Travel Agency,UNITED STATES,46,0,38,No
Travel Agency,CAMBODIA,38,0,36,No
Travel Agency,THAILAND,13,0,29,No
Travel Agency,HONG KONG,38,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",26,0,36,No
Travel Agency,SWITZERLAND,18,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",23,0,28,No
Travel Agency,UNITED STATES,32,0,53,No
Travel Agency,THAILAND,25,0,27,No
Travel Agency,GERMANY,11,0,36,No
Travel Agency,SINGAPORE,13,0,36,No
Travel Agency,UNITED STATES,29,0,35,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,MYANMAR,12,0,36,No
Travel Agency,UNITED KINGDOM,80,0,36,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,17,0,36,No
Travel Agency,UNITED KINGDOM,80,0,36,No
Travel Agency,GERMANY,55,0,36,No
Travel Agency,MONGOLIA,52,0,36,No
Travel Agency,INDONESIA,13,0,68,No
Travel Agency,VIET NAM,28,0,36,No
Travel Agency,SINGAPORE,10,0,28,No
Travel Agency,HONG KONG,29,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,SINGAPORE,43,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",57,0,36,No
Travel Agency,HONG KONG,18,0,36,No
Travel Agency,HONG KONG,18,0,36,No
Travel Agency,HONG KONG,18,0,36,No
Travel Agency,CAMBODIA,22,0,36,No
Travel Agency,NEW ZEALAND,17,0,36,No
Travel Agency,INDIA,34,0,36,No
Travel Agency,VIET NAM,18,0,36,No
Travel Agency,ISRAEL,0,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",16,0,36,No
Travel Agency,CANADA,67,0,33,No
Travel Agency,HONG KONG,13,0,36,No
Travel Agency,UNITED STATES,80,0,47,No
Travel Agency,SINGAPORE,28,0,36,No
Travel Agency,CHINA,33,0,36,No
Travel Agency,HONG KONG,21,0,36,No
Travel Agency,SINGAPORE,80,0,54,No
Travel Agency,MALDIVES,80,0,36,No
Travel Agency,JAPAN,70,0,36,No
Travel Agency,NEW ZEALAND,10,0,36,No
Travel Agency,INDONESIA,25,0,36,No
Travel Agency,CHINA,20,0,36,No
Travel Agency,MALAYSIA,20,0,50,No
Travel Agency,"KOREA, REPUBLIC OF",57,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,UNITED STATES,61,0,25,No
Travel Agency,UNITED STATES,107,0,23,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,UNITED STATES,20,0,22,No
Travel Agency,JAPAN,20,0,36,No
Airlines,INDIA,100,40,118,No
Airlines,INDIA,31,12.4,118,No
Airlines,INDIA,31,12.4,118,No
Airlines,INDIA,78,31.2,118,Yes
Travel Agency,INDONESIA,33,12.54,48,No
Travel Agency,NETHERLANDS,86,32.68,48,No
Airlines,BRUNEI DARUSSALAM,15,6,53,No
Airlines,SINGAPORE,9.33,2.62,48,No
Airlines,HONG KONG,26,9.1,69,No
Airlines,CHINA,35,12.25,59,No
Airlines,HONG KONG,26,9.1,48,No
Airlines,INDONESIA,30,10.5,27,No
Airlines,CHINA,22,7.7,26,No
Airlines,MALAYSIA,22,7.7,40,No
Airlines,PHILIPPINES,18,6.3,31,No
Airlines,HONG KONG,26,9.1,49,No
Airlines,JAPAN,26,9.1,47,No
Airlines,INDONESIA,37,12.95,35,No
Airlines,THAILAND,22,7.7,27,No
Airlines,INDONESIA,30,10.5,35,No
Airlines,INDONESIA,18,6.3,42,No
Airlines,THAILAND,18,6.3,35,No
Airlines,INDONESIA,18,6.3,25,No
Airlines,THAILAND,22,7.7,39,No
Airlines,MALAYSIA,18,6.3,46,No
Airlines,MALAYSIA,18,6.3,56,No
Airlines,"KOREA, REPUBLIC OF",35,12.25,25,No
Airlines,THAILAND,18,6.3,38,No
Airlines,MALAYSIA,18,6.3,40,No
Airlines,HONG KONG,58,20.3,47,No
Travel Agency,MALAYSIA,29,9.57,118,No
Travel Agency,UNITED STATES,68,0,46,No
Airlines,PHILIPPINES,3.1,1.08,48,No
Airlines,SINGAPORE,61.1,15.28,55,No
Airlines,SINGAPORE,30.55,7.64,33,No
Airlines,SINGAPORE,109,27.25,34,No
Airlines,SINGAPORE,252.85,63.21,57,Yes
Airlines,SINGAPORE,389.35,97.34,42,No
Airlines,SINGAPORE,599,149.75,37,No
Travel Agency,THAILAND,39.6,23.76,57,No
Travel Agency,MALAYSIA,0,23.76,33,No
Travel Agency,MALAYSIA,49.5,29.7,40,No
Travel Agency,DENMARK,277.2,166.32,54,No
Travel Agency,FRANCE,89.1,53.46,47,No
Travel Agency,CROATIA,49.5,29.7,41,No
Travel Agency,UNITED ARAB EMIRATES,29.7,17.82,26,No
Travel Agency,THAILAND,39.6,23.76,34,No
Travel Agency,AUSTRALIA,69.3,41.58,53,No
Travel Agency,UNITED KINGDOM,277.2,166.32,38,No
Travel Agency,AUSTRALIA,89.1,53.46,46,No
Travel Agency,FRANCE,89.1,53.46,44,No
Travel Agency,SPAIN,148.5,89.1,47,No
Travel Agency,MALAYSIA,9.9,5.94,50,No
Travel Agency,UNITED KINGDOM,0,17.82,39,No
Travel Agency,CANADA,59.4,35.64,31,No
Travel Agency,AUSTRALIA,79.2,47.52,43,No
Travel Agency,PHILIPPINES,49.5,29.7,50,No
Travel Agency,CANADA,29.7,17.82,53,No
Travel Agency,UNITED STATES,69.3,41.58,58,No
Travel Agency,UNITED STATES,0,35.64,58,No
Travel Agency,AUSTRALIA,29.7,17.82,28,No
Travel Agency,UNITED STATES,49.5,29.7,49,No
Travel Agency,AUSTRALIA,69.3,41.58,31,No
Travel Agency,THAILAND,29.7,17.82,41,No
Travel Agency,SINGAPORE,29.7,17.82,31,No
Travel Agency,AUSTRALIA,19.8,11.88,31,No
Travel Agency,CANADA,29.7,17.82,28,Yes
Travel Agency,AUSTRALIA,19.8,11.88,38,No
Travel Agency,UNITED KINGDOM,99,59.4,59,No
Travel Agency,ITALY,49.5,29.7,31,No
Travel Agency,THAILAND,43,0,49,No
Travel Agency,MALAYSIA,20,0,33,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,CAMBODIA,24,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",26,0,46,No
Travel Agency,UNITED STATES,112,0,61,No
Travel Agency,THAILAND,51,0,36,No
Travel Agency,NEPAL,63,0,36,No
Travel Agency,HONG KONG,21,0,36,No
Travel Agency,THAILAND,55,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,VIET NAM,26,0,36,No
Travel Agency,THAILAND,39,0,46,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,THAILAND,27,0,36,No
Travel Agency,THAILAND,32,0,36,No
Travel Agency,VIET NAM,31,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",47,0,36,No
Travel Agency,MACAO,20,0,36,No
Travel Agency,INDONESIA,26,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,SINGAPORE,25,0,36,No
Travel Agency,THAILAND,21,0,36,No
Travel Agency,INDIA,36,0,36,No
Travel Agency,HONG KONG,20,0,41,No
Travel Agency,CHINA,35,0,36,No
Travel Agency,INDONESIA,55,0,36,No
Travel Agency,CHINA,48,0,36,No
Travel Agency,PHILIPPINES,20,0,36,Yes
Travel Agency,ITALY,0,0,36,No
Travel Agency,INDONESIA,48,0,36,No
Travel Agency,CAMBODIA,20,0,36,No
Travel Agency,INDONESIA,30,0,36,No
Travel Agency,THAILAND,34,0,34,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",26,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,CHINA,25,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,THAILAND,17,0,47,No
Travel Agency,SWITZERLAND,80,0,36,No
Travel Agency,NEW ZEALAND,80,0,36,No
Travel Agency,CHINA,43,0,36,No
Travel Agency,CHINA,25,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",15,0,36,No
Travel Agency,INDIA,37,0,36,No
Travel Agency,INDIA,29,0,36,No
Travel Agency,UNITED ARAB EMIRATES,55,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,SINGAPORE,66,0,36,No
Travel Agency,AUSTRALIA,80,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,CANADA,11,0,65,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,VIET NAM,16,0,40,No
Travel Agency,"KOREA, REPUBLIC OF",32,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",42,0,36,No
Travel Agency,THAILAND,10,0,30,No
Travel Agency,INDONESIA,10,0,42,No
Travel Agency,UNITED STATES,80,0,41,No
Travel Agency,DENMARK,19,0,36,No
Travel Agency,VIET NAM,15,0,36,No
Travel Agency,HONG KONG,13,0,36,No
Travel Agency,CHINA,49,0,36,No
Travel Agency,THAILAND,22,0,36,No
Travel Agency,CHINA,25,0,36,No
Travel Agency,PHILIPPINES,16,0,36,No
Travel Agency,UNITED STATES,14,0,63,No
Travel Agency,COLOMBIA,80,0,35,No
Travel Agency,CHINA,26,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,COLOMBIA,80,0,35,No
Travel Agency,AUSTRALIA,49,0,36,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,SINGAPORE,10,0,43,No
Travel Agency,AUSTRALIA,43,0,36,No
Travel Agency,JAPAN,80,0,22,No
Travel Agency,JAPAN,35,0,36,No
Travel Agency,JAPAN,33,0,36,No
Travel Agency,CHINA,80,0,36,No
Travel Agency,HONG KONG,26,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,CAMBODIA,11,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",20,0,47,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",41,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,UNITED KINGDOM,20,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,SINGAPORE,20,0,68,No
Travel Agency,AUSTRALIA,20,0,36,No
Airlines,INDIA,31,12.4,118,No
Travel Agency,INDONESIA,22,8.36,48,No
Airlines,BRUNEI DARUSSALAM,15,6,62,No
Airlines,SINGAPORE,3.54,0.99,48,No
Airlines,MYANMAR,18,6.3,27,No
Airlines,CHINA,35,12.25,39,No
Airlines,MALAYSIA,18,6.3,34,No
Airlines,JAPAN,26,9.1,32,No
Airlines,MALAYSIA,33,11.55,45,No
Airlines,CHINA,22,7.7,39,No
Airlines,CHINA,26,9.1,33,No
Airlines,THAILAND,22,7.7,55,No
Airlines,MALAYSIA,18,6.3,30,No
Airlines,INDONESIA,22,7.7,52,No
Airlines,JAPAN,35,12.25,58,No
Airlines,AUSTRALIA,26,9.1,63,No
Airlines,JAPAN,26,9.1,36,No
Airlines,MALAYSIA,18,6.3,28,No
Airlines,PHILIPPINES,22,7.7,55,No
Airlines,THAILAND,30,10.5,48,No
Airlines,UNITED STATES,121,42.35,38,No
Airlines,UNITED STATES,164,57.4,45,No
Airlines,INDONESIA,33,11.55,59,No
Airlines,"KOREA, REPUBLIC OF",69,24.15,43,No
Travel Agency,MALAYSIA,29,9.57,118,No
Travel Agency,THAILAND,29,9.57,118,No
Travel Agency,INDONESIA,38,14.44,22,No
Airlines,VIET NAM,19.55,6.84,48,No
Airlines,PHILIPPINES,8.85,3.1,48,No
Airlines,SINGAPORE,38.35,9.59,51,No
Airlines,SINGAPORE,17.55,4.39,38,No
Airlines,SINGAPORE,17.55,4.39,41,No
Airlines,SINGAPORE,17.55,4.39,68,No
Airlines,SINGAPORE,14.95,3.74,28,No
Airlines,SINGAPORE,69.55,17.39,53,No
Airlines,SINGAPORE,24.05,6.01,71,No
Airlines,SINGAPORE,72.15,18.04,55,No
Airlines,SINGAPORE,252.85,63.21,42,No
Travel Agency,UNITED KINGDOM,217.8,130.68,41,No
Travel Agency,UNITED STATES,19.8,11.88,43,No
Travel Agency,UNITED KINGDOM,138.6,83.16,53,No
Travel Agency,UNITED KINGDOM,207.9,124.74,43,No
Travel Agency,"KOREA, REPUBLIC OF",29.7,17.82,42,No
Travel Agency,MALAYSIA,49.5,29.7,31,No
Travel Agency,UNITED ARAB EMIRATES,49.5,29.7,41,No
Travel Agency,THAILAND,49.5,29.7,46,No
Travel Agency,UNITED STATES,0,59.4,45,No
Travel Agency,AUSTRALIA,39.6,23.76,31,No
Travel Agency,AUSTRALIA,49.5,29.7,43,No
Travel Agency,AUSTRALIA,158.4,95.04,31,No
Travel Agency,DENMARK,69.3,41.58,43,No
Travel Agency,CANADA,9.9,5.94,55,No
Travel Agency,DENMARK,0,41.58,43,No
Travel Agency,DENMARK,69.3,41.58,43,No
Travel Agency,DENMARK,0,35.64,47,No
Travel Agency,AUSTRALIA,39.6,23.76,32,No
Travel Agency,GREECE,0,5.94,65,No
Travel Agency,IRELAND,9.9,5.94,37,No
Travel Agency,AUSTRALIA,59.4,35.64,31,No
Travel Agency,AUSTRALIA,0,41.58,40,No
Travel Agency,UNITED STATES,29.7,17.82,48,No
Travel Agency,THAILAND,39.6,23.76,27,No
Travel Agency,THAILAND,39.6,23.76,56,No
Travel Agency,THAILAND,79.2,47.52,42,No
Travel Agency,ITALY,0,35.64,34,No
Travel Agency,UNITED STATES,99,59.4,31,No
Travel Agency,CHINA,38,0,36,No
Travel Agency,CHINA,32,0,36,No
Travel Agency,FIJI,100,0,36,No
Travel Agency,MALAYSIA,26,0,36,No
Travel Agency,CHINA,41,0,36,No
Travel Agency,PHILIPPINES,52,0,36,No
Travel Agency,THAILAND,20,0,39,No
Travel Agency,THAILAND,24,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",97,0,36,No
Travel Agency,VIET NAM,27,0,32,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,JAPAN,74,0,36,No
Travel Agency,CAMBODIA,27,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",26,0,21,No
Travel Agency,BANGLADESH,83,0,36,No
Travel Agency,THAILAND,34,0,34,No
Travel Agency,SINGAPORE,192,0,25,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,INDONESIA,42,0,28,No
Travel Agency,INDONESIA,74,0,37,No
Travel Agency,"KOREA, REPUBLIC OF",66,0,36,No
Travel Agency,GERMANY,13,0,36,No
Travel Agency,THAILAND,14,0,36,No
Travel Agency,MALAYSIA,27,0,36,No
Travel Agency,VIET NAM,16,0,36,No
Travel Agency,AUSTRALIA,71,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",10,0,24,No
Travel Agency,VIET NAM,11,0,36,No
Travel Agency,CANADA,73,0,29,No
Travel Agency,THAILAND,14,0,42,No
Travel Agency,CHINA,19,0,36,No
Travel Agency,AUSTRALIA,27,0,36,No
Travel Agency,AUSTRALIA,62,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,JAPAN,56,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,INDONESIA,10,0,36,No
Travel Agency,HONG KONG,35,0,36,No
Travel Agency,CHINA,24,0,36,No
Travel Agency,MALAYSIA,17,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,UNITED KINGDOM,69,0,36,No
Travel Agency,CHINA,10,0,36,No
Travel Agency,THAILAND,13,0,25,No
Travel Agency,"KOREA, REPUBLIC OF",26,0,36,No
Travel Agency,JAPAN,70,0,36,No
Travel Agency,OMAN,59,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,14,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",10,0,23,No
Travel Agency,THAILAND,19,0,38,No
Travel Agency,PERU,10,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",15,0,32,No
Travel Agency,AUSTRALIA,20,0,36,No
Travel Agency,ECUADOR,10,0,36,No
Travel Agency,INDONESIA,10,0,30,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,NEW ZEALAND,10,0,36,No
Travel Agency,SPAIN,18,0,36,No
Travel Agency,MALAYSIA,10,0,25,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,UNITED STATES,15,0,23,No
Travel Agency,CANADA,31,0,21,No
Travel Agency,VIET NAM,14,0,36,No
Travel Agency,JAPAN,38,0,36,No
Travel Agency,UNITED KINGDOM,78,0,36,No
Travel Agency,INDIA,22,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,NETHERLANDS,55,0,36,No
Travel Agency,CANADA,23,0,35,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,MALAYSIA,20,0,34,No
Travel Agency,MALAYSIA,20,0,64,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,SINGAPORE,20,0,35,No
Travel Agency,"KOREA, REPUBLIC OF",72,0,36,No
Airlines,INDIA,31,12.4,118,No
Airlines,INDIA,39,15.6,118,No
Airlines,HONG KONG,15,6,41,No
Airlines,BRUNEI DARUSSALAM,15,6,33,No
Airlines,BRUNEI DARUSSALAM,15,6,29,No
Airlines,SINGAPORE,7.13,2,48,No
Airlines,SINGAPORE,2.86,0.8,48,No
Airlines,SINGAPORE,1.8,0.5,48,No
Airlines,SINGAPORE,7.84,2.2,48,No
Airlines,PHILIPPINES,22,7.7,33,No
Airlines,"KOREA, REPUBLIC OF",35,12.25,25,No
Airlines,"KOREA, REPUBLIC OF",35,12.25,27,No
Airlines,CHINA,22,7.7,40,No
Airlines,HONG KONG,35,12.25,43,No
Airlines,CHINA,26,9.1,60,No
Airlines,HONG KONG,22,7.7,64,No
Airlines,THAILAND,22,7.7,45,No
Airlines,INDONESIA,18,6.3,60,No
Airlines,PHILIPPINES,37,12.95,48,No
Airlines,THAILAND,22,7.7,48,No
Airlines,CHINA,50,17.5,33,No
Airlines,INDIA,35,12.25,60,No
Airlines,CHINA,35,12.25,63,No
Airlines,HONG KONG,22,7.7,56,No
Airlines,CHINA,22,7.7,28,No
Airlines,PHILIPPINES,22,7.7,63,No
Airlines,INDONESIA,18,6.3,32,No
Airlines,THAILAND,18,6.3,46,No
Airlines,MYANMAR,18,6.3,62,No
Airlines,MALAYSIA,18,6.3,72,No
Airlines,CHINA,35,12.25,45,No
Airlines,INDONESIA,33,11.55,23,No
Airlines,THAILAND,22,7.7,45,No
Airlines,CHINA,26,9.1,32,No
Airlines,TURKEY,67,23.45,43,No
Airlines,"KOREA, REPUBLIC OF",45,15.75,33,No
Travel Agency,MALAYSIA,29,9.57,118,No
Travel Agency,ITALY,95,36.1,22,No
Airlines,PHILIPPINES,14.39,5.04,48,No
Airlines,SINGAPORE,23,5.75,38,No
Airlines,SINGAPORE,17.55,4.39,26,No
Airlines,SINGAPORE,71,17.75,42,No
Airlines,SINGAPORE,19.5,4.88,53,No
Airlines,SINGAPORE,29.4,7.35,68,No
Airlines,SINGAPORE,135.2,33.8,48,No
Airlines,SINGAPORE,187.85,46.96,41,No
Airlines,SINGAPORE,252.85,63.21,30,Yes
Airlines,SINGAPORE,252.85,63.21,34,Yes
Airlines,SINGAPORE,252.85,63.21,26,No
Travel Agency,MALAYSIA,29.7,17.82,68,No
Travel Agency,ITALY,0,5.94,33,No
Travel Agency,AUSTRALIA,108.9,65.34,36,No
Travel Agency,AUSTRALIA,59.4,35.64,41,No
Travel Agency,AUSTRALIA,108.9,65.34,31,No
Travel Agency,SPAIN,39.6,23.76,64,No
Travel Agency,SWITZERLAND,9.9,5.94,47,Yes
Travel Agency,UNITED KINGDOM,79.2,47.52,44,No
Travel Agency,AUSTRALIA,59.4,35.64,35,No
Travel Agency,GREECE,19.8,11.88,33,No
Travel Agency,PORTUGAL,188.1,112.86,64,No
Travel Agency,UNITED STATES,49.5,29.7,69,No
Travel Agency,ITALY,0,29.7,39,No
Travel Agency,AUSTRALIA,69.3,41.58,42,No
Travel Agency,UNITED STATES,168.3,100.98,30,No
Travel Agency,UNITED STATES,49.5,29.7,34,No
Travel Agency,AUSTRALIA,79.2,47.52,37,No
Travel Agency,AUSTRALIA,39.6,23.76,42,No
Travel Agency,UNITED KINGDOM,49.5,29.7,55,No
Travel Agency,UNITED STATES,69.3,41.58,32,No
Travel Agency,UNITED KINGDOM,69.3,41.58,42,No
Travel Agency,UNITED STATES,198,118.8,33,No
Travel Agency,UNITED KINGDOM,59.4,35.64,42,No
Travel Agency,ITALY,59.4,35.64,33,No
Travel Agency,UNITED KINGDOM,99,59.4,48,No
Travel Agency,CANADA,39.6,23.76,52,No
Travel Agency,AUSTRALIA,69.3,41.58,23,No
Travel Agency,SINGAPORE,49.5,29.7,43,No
Travel Agency,AUSTRALIA,49.5,29.7,31,No
Travel Agency,NORWAY,39.6,23.76,35,No
Travel Agency,AUSTRALIA,0,23.76,31,No
Travel Agency,MALAYSIA,49.5,29.7,45,No
Travel Agency,CANADA,0,11.88,50,No
Travel Agency,UNITED STATES,9.9,5.94,46,No
Travel Agency,UNITED STATES,29.7,17.82,36,No
Travel Agency,CHINA,37,0,36,No
Travel Agency,THAILAND,28,0,36,No
Travel Agency,UNITED STATES,25,0,57,No
Travel Agency,MYANMAR,28,0,36,No
Travel Agency,CAMBODIA,26,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",72,0,36,No
Travel Agency,INDONESIA,29,0,36,No
Travel Agency,SWITZERLAND,97,0,36,No
Travel Agency,UNITED STATES,112,0,40,No
Travel Agency,HONG KONG,39,0,34,No
Travel Agency,PHILIPPINES,46,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",74,0,36,No
Travel Agency,HONG KONG,26,0,36,No
Travel Agency,CHINA,46,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,GERMANY,84,0,36,No
Travel Agency,VIET NAM,20,0,42,No
Travel Agency,CHINA,37,0,36,No
Travel Agency,UNITED KINGDOM,112,0,36,No
Travel Agency,MALAYSIA,20,0,48,No
Travel Agency,CANADA,84,0,21,No
Travel Agency,"KOREA, REPUBLIC OF",35,0,36,No
Travel Agency,UNITED STATES,112,0,26,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,CANADA,27,0,49,No
Travel Agency,UNITED STATES,23,0,24,No
Travel Agency,CHINA,51,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",48,0,36,No
Travel Agency,GERMANY,60,0,36,No
Travel Agency,CAMBODIA,10,0,36,No
Travel Agency,PHILIPPINES,12,0,36,No
